Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
18045891,Sharp Objects,Gillian Flynn,"Flynn, Gillian",,"=""0297851535""","=""9780297851530""",5,4.01,Broadway Paperbacks,Paperback,254,2007,2006,,2019/02/20,,,read,,,,1,0
1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,"Haddon, Mark",,"=""1400032717""","=""9781400032716""",5,3.89,Vintage,Paperback,226,2004,2003,,2019/02/20,,,read,,,,1,0
55711747,Chasing the Boogeyman,Richard  Chizmar,"Chizmar, Richard",,"=""1982175168""","=""9781982175160""",0,3.94,Gallery Books,Hardcover,322,2021,2021,,2021/10/22,to-read,to-read (#30),to-read,,,,0,0
50498731,The Apparition Phase,Will Maclean,"Maclean, Will",,"=""1473575893""","=""9781473575899""",0,3.90,Cornerstone Digital,ebook,384,2020,2020,,2021/10/22,to-read,to-read (#29),to-read,,,,0,0
31144695,The Untouched Crime,Zijin Chen,"Chen, Zijin",Michelle Deeter,"=""1503992403""","=""9781503992405""",0,3.98,Amazon Crossing,Kindle Edition,322,2016,2014,,2021/10/22,to-read,to-read (#28),to-read,,,,0,0
943402,Let the Right One In,John Ajvide Lindqvist,"Lindqvist, John Ajvide",,"=""1847241697""","=""9781847241696""",0,4.04,Quercus,Hardcover,513,2007,2004,,2021/10/22,to-read,to-read (#27),to-read,,,,0,0
49083140,Boy Parts,Eliza  Clark,"Clark, Eliza",,"=""1910312649""","=""9781910312643""",0,3.73,Influx Press,ebook,304,2020,2020,,2021/10/22,to-read,to-read (#26),to-read,,,,0,0
10000,The Face of Another,Kōbō Abe,"Abe, Kōbō",,"=""0375726535""","=""9780375726538""",0,3.74,Vintage,Paperback,238,2003,1964,,2021/10/20,to-read,to-read (#25),to-read,,,,0,0
52706058,"The Honjin Murders (Detective Kosuke Kindaichi, #1)",Seishi Yokomizo,"Yokomizo, Seishi",Louise Heal Kawai,"=""1782275002""","=""9781782275008""",0,3.64,Pushkin Vertigo,Paperback,189,2019,1946,,2021/10/20,to-read,to-read (#24),to-read,,,,0,0
5103426,The Summer of the Ubume,Natsuhiko Kyogoku,"Kyogoku, Natsuhiko",Alexander O. Smith,"=""1934287253""","=""9781934287255""",0,3.90,Vertical,Paperback,320,2009,1994,,2021/10/20,to-read,to-read (#23),to-read,,,,0,0
1321926,The Tokyo Zodiac Murders,Sōji Shimada,"Shimada, Sōji","Shika MacKenzie, Ross MacKenzie","=""4925080814""","=""9784925080811""",0,3.88,IBC Books,Hardcover,252,2005,1981,,2021/10/20,to-read,to-read (#22),to-read,,,,0,0
19161835,Confessions,Kanae Minato,"Minato, Kanae",Stephen    Snyder,"=""0316200921""","=""9780316200929""",0,3.94,Mulholland Books,Paperback,240,2014,2008,,2021/10/14,to-read,to-read (#21),to-read,,,,0,0
19256975,Journey Under the Midnight Sun,Keigo Higashino,"Higashino, Keigo",Alexander O. Smith,"=""1408704110""","=""9781408704110""",0,4.33,"Little, Brown",Paperback,539,2015,1999,,2021/10/14,to-read,to-read (#20),to-read,,,,0,0
50358031,Leave the World Behind,Rumaan Alam,"Alam, Rumaan",,"=""0062667637""","=""9780062667632""",0,3.15,Ecco,Hardcover,241,2020,2020,,2021/01/12,to-read,to-read (#19),to-read,,,,0,0
40121959,Miracle Creek,Angie  Kim,"Kim, Angie",,"=""0374156026""","=""9780374156022""",4,3.87,Sarah Crichton Books,Hardcover,355,2019,2019,2019/12/12,2019/12/12,,,read,,,,1,0
40872707,"We, The Survivors",Tash Aw,"Aw, Tash",,"=""0008318549""","=""9780008318543""",0,3.66,Fourth Estate,Hardcover,336,2019,2019,,2019/10/04,to-read,to-read (#18),to-read,,,,0,0
36809135,Where the Crawdads Sing,Delia Owens,"Owens, Delia",,"=""0735219117""","=""9780735219113""",0,4.37,G.P. Putnam’s Sons,ebook,384,2018,2018,,2019/10/01,to-read,to-read (#17),to-read,,,,0,0
33291314,The Great Passage,Shion Miura,"Miura, Shion",Juliet Winters Carpenter,"=""1477823077""","=""9781477823071""",0,3.81,Amazon Crossing,Paperback,222,2017,2011,,2019/02/23,to-read,to-read (#16),to-read,,,,0,0
31395589,Notes of a Crocodile,Qiu Miaojin,"Miaojin, Qiu",Bonnie Huie,"=""168137076X""","=""9781681370767""",0,3.82,NYRB Classics,Paperback,242,2017,1994,,2019/02/23,to-read,to-read (#15),to-read,,,,0,0
31684925,Chemistry,Weike Wang,"Wang, Weike",,"=""1524731757""","=""9781524731755""",0,3.74,Knopf,Kindle Edition,224,2017,2017,,2019/02/23,to-read,to-read (#14),to-read,,,,0,0
31248102,Everything Belongs to Us,Yoojin Grace Wuertz,"Wuertz, Yoojin Grace",,"=""0812998545""","=""9780812998542""",0,3.56,Random House,Hardcover,368,2017,2017,,2019/02/23,to-read,to-read (#13),to-read,,,,0,0
34273236,Little Fires Everywhere,Celeste Ng,"Ng, Celeste",,"=""0735224293""","=""9780735224292""",0,4.07,Penguin Press,Hardcover,338,2017,2017,,2019/02/23,to-read,to-read (#12),to-read,,,,0,0
28921,The Remains of the Day,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",0,4.14,Faber & Faber,Paperback,258,2005,1989,,2019/02/20,to-read,to-read (#11),to-read,,,,0,0
6334,Never Let Me Go,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""1400078776""","=""9781400078776""",0,3.85,Vintage Books ,Paperback,288,2010,2005,,2019/02/20,to-read,to-read (#10),to-read,,,,0,0
33148672,Familiar Things,Hwang Sok-yong,"Sok-yong, Hwang",Sora Kim-Russell,"=""1925228991""","=""9781925228991""",0,3.67,Scribe Publications,Paperback,224,2017,2011,,2019/02/20,to-read,to-read (#9),to-read,,,,0,0
29875895,The Impossible Fairy Tale,Han Yujoo,"Yujoo, Han",Janet Hong,"=""1555977669""","=""9781555977665""",0,3.26,Graywolf Press,Paperback,214,2017,2013,,2019/02/20,to-read,to-read (#8),to-read,,,,0,0
552437,Our Twisted Hero,Yi Mun-Yol,"Mun-Yol, Yi",,"=""0786866705""","=""9780786866700""",0,3.75,Grand Central Publishing,Hardcover,128,2001,1987,,2019/02/20,to-read,to-read (#7),to-read,,,,0,0
17591572,No One Writes Back,Jang    Eun-Jin,"Eun-Jin, Jang",Jung Yewon,"=""1564789608""","=""9781564789600""",0,4.18,Dalkey Archive Press,Paperback,203,2013,2009,,2019/02/20,to-read,to-read (#6),to-read,,,,0,0
25328937,The Investigation,Jung-Myung Lee,"Lee, Jung-Myung",Chi-Young Kim,"=""1605988464""","=""9781605988467""",0,4.09,Pegasus Books,Hardcover,336,2015,2012,,2019/02/20,to-read,to-read (#5),to-read,,,,0,0
36327117,The Court Dancer,Kyung-Sook Shin,"Shin, Kyung-Sook",Anton Hur,"=""1681777878""","=""9781681777870""",0,3.76,Pegasus Books,Hardcover,364,2018,2007,,2019/02/20,to-read,to-read (#4),to-read,,,,0,0
4929,Kafka on the Shore,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""1400079276""","=""9781400079278""",0,4.12,Vintage International,Paperback,467,2006,2002,,2019/02/20,to-read,to-read (#2),to-read,,,,0,0
8730311,"Leviathans of Jupiter (The Grand Tour, #14)",Ben Bova,"Bova, Ben",,"=""0765317885""","=""9780765317889""",3,3.83,Tor Books,Hardcover,480,2011,2011,,2019/02/20,,,read,,,,1,0
2325825,"Inkdeath (Inkworld, #3)",Cornelia Funke,"Funke, Cornelia",Anthea Bell,"=""1905294719""","=""9781905294718""",3,3.98,Chicken House,Hardcover,699,2007,2007,,2019/02/20,,,read,,,,1,0
28195,"Inkspell (Inkworld, #2)",Cornelia Funke,"Funke, Cornelia",,"=""0439554004""","=""9780439554008""",3,3.95,The Chicken House,Hardcover,635,2005,2005,,2019/02/20,,,read,,,,1,0
40603982,The Monster of Florence,Douglas Preston,"Preston, Douglas",,"=""""","=""""",3,3.76,Grand Central Publishing,Kindle Edition,354,2008,2008,,2019/02/20,,,read,,,,1,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""0060935464""","=""9780060935467""",4,4.26,Harper Perennial Modern Classics ,Paperback,323,2006,1960,,2019/02/20,,,read,,,,1,0
960,"Angels & Demons (Robert Langdon, #1)",Dan    Brown,"Brown, Dan",,"=""1416524797""","=""9781416524793""",4,3.95,Pocket Books,Paperback,736,2006,2000,,2019/02/20,,,read,,,,1,0
9248289,Dream of Ding Village,Yan Lianke,"Lianke, Yan",Cindy Carter,"=""0802119328""","=""9780802119322""",0,4.01,Grove Press,Hardcover,352,2011,2005,,2019/02/20,to-read,to-read (#1),to-read,,,,0,0
6411961,"The Lost Symbol (Robert Langdon, #3)",Dan    Brown,"Brown, Dan",,"=""0385504225""","=""9780385504225""",3,3.76,Doubleday,Hardcover,509,2009,2009,,2019/02/20,,,read,,,,1,0
23316548,The Book of Negroes,Lawrence Hill,"Hill, Lawrence",,"=""0393351394""","=""9780393351392""",4,4.47,W. W. Norton & Company,Paperback,512,2015,2007,,2019/02/20,,,read,,,,1,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""038549081X""","=""9780385490818""",4,4.15,Anchor Books,Paperback,311,1998,1985,,2019/02/20,,,read,,,,1,0
10357575,"1Q84 (1Q84, #1-3)",Haruki Murakami,"Murakami, Haruki","Jay Rubin, Philip Gabriel","=""0307593312""","=""9780307593313""",4,3.95,Knopf,Hardcover,944,2011,2009,,2019/02/20,,,read,,,,1,0
25489025,The Vegetarian,Han Kang,"Kang, Han",Deborah Smith,"=""0553448188""","=""9780553448184""",4,3.64,Hogarth,Hardcover,188,2016,2007,,2019/02/20,,,read,,,,1,0
